Lena;136;2;2014
Marie;132;2;2014
Emma;126;2;2014
Leonie;110;2;2014
Laura;109;2;2014
Mia;101;2;2014
Johanna;99;2;2014
Emilia;95;2;2014
Julia;94;2;2014
Lea;92;2;2014
Sophia;91;2;2014
Katharina;84;2;2014
Sarah;83;2;2014
Hannah;81;2;2014
Lara;81;2;2014
Lisa;79;2;2014
Marlene;77;2;2014
Amelie;76;2;2014
Hanna;76;2;2014
Isabella;69;2;2014
Valentina;69;2;2014
Luisa;68;2;2014
Miriam;61;2;2014
Magdalena;57;2;2014
Alina;53;2;2014
Elena;52;2;2014
Emily;50;2;2014
Nina;49;2;2014
Jana;48;2;2014
Ella;48;2;2014
Pia;46;2;2014
Theresa;46;2;2014
Jasmin;45;2;2014
Viktoria;45;2;2014
Helena;43;2;2014
Selina;43;2;2014
Victoria;43;2;2014
Lina;41;2;2014
Valerie;41;2;2014
Annika;38;2;2014
Larissa;38;2;2014
Anja;36;2;2014
Nora;36;2;2014
Franziska;35;2;2014
Paula;32;2;2014
Sara;32;2;2014
Vanessa;31;2;2014
Elisa;29;2;2014
Melanie;29;2;2014
Anika;28;2;2014
Clara;28;2;2014
Emely;27;2;2014
Charlotte;25;2;2014
Melissa;25;2;2014
Olivia;24;2;2014
Zoe;24;2;2014
Alexandra;23;2;2014
Klara;23;2;2014
Paulina;23;2;2014
Rosalie;23;2;2014
Anna;184;2;2013
Sophie;158;2;2013
Lena;133;2;2013
Emma;122;2;2013
Marie;122;2;2013
Emilia;116;2;2013
Leonie;116;2;2013
Valentina;106;2;2013
Julia;101;2;2013
Laura;101;2;2013
Lea;101;2;2013
Sarah;101;2;2013
Mia;98;2;2013
Johanna;91;2;2013
Emily;82;2;2013
Katharina;82;2;2013
Sophia;81;2;2013
Lara;78;2;2013
Lisa;77;2;2013
Hannah;74;2;2013
Amelie;70;2;2013
Marlene;69;2;2013
Luisa;67;2;2013
Elena;61;2;2013
Magdalena;60;2;2013
Jana;59;2;2013
Isabella;57;2;2013
Hanna;56;2;2013
Alina;49;2;2013
Nina;48;2;2013
Viktoria;47;2;2013
Theresa;46;2;2013
Selina;43;2;2013
Anja;41;2;2013
Annika;41;2;2013
Pia;41;2;2013
Lina;39;2;2013
Clara;38;2;2013
Miriam;38;2;2013
Elisa;37;2;2013
Franziska;36;2;2013
Helena;35;2;2013
Nora;34;2;2013
Victoria;33;2;2013
Larissa;31;2;2013
Sara;31;2;2013
Helene;30;2;2013
Jasmin;30;2;2013
Olivia;30;2;2013
Antonia;29;2;2013
Ella;29;2;2013
Elisabeth;28;2;2013
Paula;28;2;2013
Valerie;26;2;2013
Anika;25;2;2013
Carina;25;2;2013
Vanessa;25;2;2013
Caroline;24;2;2013
Klara;24;2;2013
Melanie;24;2;2013
Anna;178;2;2012
Sophie;149;2;2012
Lena;141;2;2012
Julia;118;2;2012
Leonie;117;2;2012
Emma;113;2;2012
Sarah;113;2;2012
Johanna;108;2;2012
Laura;108;2;2012
Marie;106;2;2012
Valentina;98;2;2012
Katharina;91;2;2012
Mia;89;2;2012
Hannah;87;2;2012
Emilia;84;2;2012
Lea;81;2;2012
Amelie;77;2;2012
Lisa;75;2;2012
Lara;74;2;2012
Marlene;74;2;2012
Sophia;72;2;2012
Alina;69;2;2012
Magdalena;67;2;2012
Nina;64;2;2012
Emily;63;2;2012
Hanna;62;2;2012
Annika;56;2;2012
Elena;55;2;2012
Luisa;54;2;2012
Theresa;54;2;2012
Jana;53;2;2012
Isabella;53;2;2012
Lina;49;2;2012
Larissa;43;2;2012
Vanessa;43;2;2012
Miriam;42;2;2012
Elisa;41;2;2012
Pia;39;2;2012
Selina;39;2;2012
Sara;38;2;2012
Viktoria;38;2;2012
Franziska;36;2;2012
Nora;36;2;2012
Anja;35;2;2012
Jasmin;33;2;2012
Melissa;33;2;2012
Valerie;33;2;2012
Clara;32;2;2012
Helena;31;2;2012
Melanie;31;2;2012
Fabienne;30;2;2012
Victoria;30;2;2012
Helene;28;2;2012
Nadine;28;2;2012
Klara;27;2;2012
Lilly;27;2;2012
Elisabeth;23;2;2012
Caroline;22;2;2012
Celina;22;2;2012
Paula;22;2;2012
Stella;22;2;2012
Lena;145;2;2011
Anna;144;2;2011
Sophie;137;2;2011
Leonie;133;2;2011
Laura;124;2;2011
Marie;117;2;2011
Emma;115;2;2011
Julia;115;2;2011
Sarah;110;2;2011
Katharina;99;2;2011
Lea;93;2;2011
Lara;92;2;2011
Johanna;91;2;2011
Hannah;84;2;2011
Mia;83;2;2011
Valentina;82;2;2011
Lisa;80;2;2011
Hanna;69;2;2011
Amelie;66;2;2011
Alina;62;2;2011
Jana;59;2;2011
Marlene;57;2;2011
Elena;54;2;2011
Emily;53;2;2011
Theresa;52;2;2011
Magdalena;51;2;2011
Nina;51;2;2011
Sophia;51;2;2011
Emilia;50;2;2011
Vanessa;49;2;2011
Selina;47;2;2011
Annika;45;2;2011
Isabella;45;2;2011
Miriam;45;2;2011
Lina;44;2;2011
Jasmin;42;2;2011
Helena;40;2;2011
Nora;38;2;2011
Valerie;37;2;2011
Sara;36;2;2011
Victoria;36;2;2011
Larissa;35;2;2011
Anja;34;2;2011
Viktoria;34;2;2011
Melanie;32;2;2011
Pia;32;2;2011
Klara;31;2;2011
Celina;30;2;2011
Clara;29;2;2011
Luisa;29;2;2011
Chiara;27;2;2011
Helene;27;2;2011
Caroline;26;2;2011
Franziska;26;2;2011
Livia;26;2;2011
Michelle;26;2;2011
Nadine;26;2;2011
Elina;25;2;2011
Angelina;24;2;2011
Carina;24;2;2011
Anna;164;2;2010
Lena;164;2;2010
Sophie;144;2;2010
Leonie;138;2;2010
Laura;130;2;2010
Julia;121;2;2010
Sarah;118;2;2010
Katharina;113;2;2010
Lea;104;2;2010
Lisa;98;2;2010
Marie;94;2;2010
Johanna;90;2;2010
Emma;87;2;2010
Lara;79;2;2010
Emily;68;2;2010
Mia;67;2;2010
Valentina;64;2;2010
Nina;63;2;2010
Amelie;61;2;2010
Elena;61;2;2010
Hannah;60;2;2010
Marlene;59;2;2010
Hanna;58;2;2010
Magdalena;57;2;2010
Selina;56;2;2010
Vanessa;56;2;2010
Emilia;54;2;2010
Sophia;54;2;2010
Alina;53;2;2010
Jana;48;2;2010
Anja;46;2;2010
Isabella;45;2;2010
Viktoria;44;2;2010
Jasmin;41;2;2010
Theresa;41;2;2010
Pia;39;2;2010
Melanie;38;2;2010
Annika;37;2;2010
